Heosemys annandalii
Drimiopsis comptonii
Kniphofia umbrina
Aeschynomene stipitata
Pachycarpus stelliceps
Hesperantha umbricola
Aythya innotata
Ilex cookii
Partula arguta
Samoana cramptoni
Samoana abbreviata
Partula emersoni
Carcharhinus hemiodon
Sicista severtzovi
Ptychosperma buabe
Spermophilus suslicus
Sicista loriger
Andrena chaetogastra
Andrena labiatula
Simpanurgus phyllopodus
Colletes merceti
Flavipanurgus merceti
Andrena lonicera
Andrena heterodoxa
Ammobates dusmeti
Andrena chelma
Aquiloeurycea praecellens
Syzygium sasidharanii
Syzygium agastyamalayanum
Syzygium ponmudianum
Mercuria corsensis
Graecorientalia vrissiana
Pseudamnicola exilis
Iglica wofischeri
Bythinella kleptuzica
Grossuana thasia
Grossuana vurliana
Bithynia shapkarevi
Bythinella ellinikae
Bythinella kastaliae
Bythinella klimaensis
Bythinella kwanti
Bythinella kyriaki
Bythinella petrosensis
Bythinella righaensis
Daphniola eptalophos
Grossuana tembii
Pseudamnicola ianthe
Pseudamnicola kavosensis
Pseudamnicola lesbosensis
Belgrandia jordaoi
Loxioides bailleui
Centaurea baldaccii
Plecturocebus vieirai
Bromelia trianae
Lysimachia liukiuensis
Ilex dimorphophylla
Dioscorea tabatae
Polystichum obai
Wikstroemia phymatoglossa
Odontosoria minutula
Ophiorrhiza yamashitae
Lilium ukeyuri
Aloe benishangulana
Chlorophytum herrmannii
Chlorophytum pseudocaule
Cyperus bifolius
Euphorbia cussonioides
Boswellia ogadensis
Senegalia pseudonigrescens
Commiphora monoica
Hypericum gnidiifolium
Euphorbia betulicortex
Euphorbia burgeri
Euphorbia piceoides
Guapira fundacionensis
Guapira guasarensis
Oreopanax sandianus
Clusia cajamarcensis
Chrysophyllum contumacense
Eugenia racemiflora
Eugenia ulei
Myrcianthes lanosa
Myrsine dilloniana
Malouetia gentryi
Hirtella aramangensis
Mouriri exadenia
Miconia subulipetala
Miconia nobilis
Miconia griffisii
Euphorbia carinulata
Alstonia penangiana
Kopsia deverrei
Barringtonia terengganuensis
Lagenandra kalugalensis
Buchanania barberi
Condaminea glabrata
Condaminea microcarpa
Pentagonia rubriflora
Cinchona glandulifera
Anthaxia brodskyi
Pseudobium creticum
Bythinus creticus
Cephennium latius
Geostiba paulexsecta
Myllaena cretica
Lesteva szekessyi
Amauronyx chanianus
Euconnus zakrius
Cephennium meybohmi
Cephennium fortespinosum
Gabrius candicus
Cephennium curvatum
Gracupica jalla
Capparis rufidula
Geocapromys ingrahami
Pseudonestor xanthophrys
Leptactina rheophytica
Didelotia ledermannii
Vincentella ovatostipulata
Puya elviragrossiae
Puya pachyphylla
Puya valida
Echinogammarus kerkuraios
Esenbeckia calentana
Desmopsis duran
Desmopsis morenoi
Tridimeris huatuscoana
Desmopsis zoque
Minthostachys elongata
Cinnagrostis ciliata
Mirabilis glutinosa
Pavonia yatarendana
Ipomoea prolifera
Philibertia navarroana
Tillandsia recurvispica
Ibatia pucara
Nassella chaparensis
Tillandsia hasei
Festuca chuquisacae
Tillandsia oropezana
Ditassa fiebrigii
Madhuca ovata
Sindora affinis
Ficus tristaniifolia
Knema uliginosa
Ecdyonurus androsianus
Electrogena aspoecki
Castanopsis birmanica
Castanopsis thaiensis
Castanopsis chapaensis
Lithocarpus chevalieri
Lithocarpus nebularum
Castanopsis phuthoensis
Protonemura malickyi
Leuctra kykladica
Leuctra minoica
Leuctra rhodoica
Isoperla ikariae
Stactobia livadia
Hydropsyche perseus
Glossosoma melikertes
Apataniana hellenica
Apataniana vardusia
Tinodes anemoessa
Wormaldia karystia
Tinodes serifos
Prospero talosii
Gyraulus messonghi
Lithobius anacanthinus
Zodarion messiniense
Zodarion killini
Zodarion karpathos
Kryptonesticus beshkovi
Tallusia pindos
Lepthyphantes beroni
Leptonetela penevi
Rhodera hypogea
Harpactea strinatii
Harpactea ice
Histopona isolata
Histopona strinatii
Malthonica daedali
Hellamalthonica spinipalpis
Tegenaria schmalfussi
Amaurobius geminus
Harpactea heliconia
Harpactea johannitica
Cataleptoneta sengleti
Leptonetela thracia
Leptonetela arvanitidisi
Tegenaria montiszasensis
Cyphophthalmus paragamiani
Trogulus megaligrava
Oropodisma lagrecai
Oropodisma willemsei
Eupholidoptera feri
Astragalus idaeus
Centaurea messenicolasiana
Anchusa samothracica
Origanum symes
Prospero rhadamanthi
Salix kaptarae
Campanula rechingeri
Micromeria acropolitana
Verbascum halacsyanum
Verbascum hypoleucum
Verbascum pentelicum
Centaurea aetolica
Centaurea charrelii
Centaurea hymettia
Cynanchica naufraga
Limonium korakonisicum
Silene conglomeratica
Polygala subuniflora
Alchemilla aroanica
Allium iatrouanum
Madhuca balakrishnanii
Tsoukatosia evauemgei
Carinigera tantilla
Schizocalyx multiflorus
Radomaniola dolens
Monteverdia duqueana
Lubaria heterophylla
Sabinaria magnifica
Cestrum pulverulentum
Ficus jaramilloi
Rhododendron cyrtophyllum
Lukea quentinii
Pavetta bilineata
Coprosma benefica
Homalium taypau
Glochidion comitum
Lindbergia beroni
Lindbergia gittenbergeri
Albinaria rechingeri
Albinaria retusa
Oenanthe tricholoba
Entoloma alnicola
Allophylus delicatulus
Onobrychis peloponnesiaca
Cynanchica malevonensis
Pseudobithynia nigra
Bithynia corfuensis
Rhododendron carstensense
Crocus georgei
Cherleria wettsteinii
Guatteria esperanzae
Aniba ecuadorica
Maclurodendron magnificum
Melicope suberosa
Speleomantes sarrabusensis
Drypetes yapensis
Syzygium trukense
Vitrea pieperiana
Acipenser mikadoi
Acipenser nudiventris
Acipenser schrenckii
Wrightia indica
Croton gibsonianus
Limonium albomarginatum
Limonium aphroditae
Limonium cornarianum
Swartzia rediviva
Crepis arcuata
Bufonia ophiolithica
Magnolia banghamii
Blakea acostae
Aphelandra gunnarii
Amanoa anomala
Symplocos blancae
Symplocos chloroleuca
Angostura alipes
Blakea macbrydei
Clusia plurivalvis
Clusia skotaster
Critoniopsis yamboyensis
Daphnopsis occulta
Eugenia guayaquilensis
Geissanthus zakii
Iochroma longipes
Joseanthus sparrei
Meliosma littlei
Miconia castrensis
Miconia nasella
Miconia prominens
Miconia protuberans
Miconia sodiroi
Monactis dubia
Moquilea hedbergii
Parathesis eggersiana
Parathesis palaciosii
Pseudolmedia manabiensis
Rustia bilsana
Tournefortia obtusiflora
Wurdastom dorrii
Zygia steyermarkii
Frankenbergerius opacus
Pancovia hildebrandtii
Cinnamomum auricolor
Machilus champasakensis
Litsea banaensis
Neocinnamomum huongsonensis
Rorippa icarica
Coptodon fusiforme
Coptodon ejagham
Coptodon deckerti
Lophyra cerina
Jansenia grossula
Neocollyris rugata
Jansenia pseudodromica
Zonites nautarum
Zonites invitus
Dracula lemurella
Minuartia greuteriana
Hedyscepe canterburyana
Boswellia samhaensis
Boswellia scopulorum
Linum goulimyi
Veronica contandriopouli
Abronia anzuetoi
Campanula dimitrii
Catonetria caeca
Desmana moschata
Polylepis quadrijuga
Otus bikegila
Aerangis bovicornu
Oecismus tjederi
Chionanthus abriaquiensis
Elaeagia barbata
Drassyllus covid
Tegenaria hauseri
Harpactea cesari
Harpactea cruriformis
Harpactea wolfgangi
Megalepthyphantes minotaur
Araeoncus rhodes
Phaeocedus similaris
Harpactea apollinea
Polylepis frontinensis
Polylepis humboldtii
Polylepis nana
Polyalthiopsis floribunda
Carcharias taurus
Todiramphus gambieri
Allium panormitisi
Allium symiacum
Isodendrion pyrifolium
Mollinedia myriantha
Centaurea carystea
Centaurea leonidia
Terminalia zollingeri
Arraia nelmae
Churamiti maridadi
Nectophrynoides laticeps
Nectophrynoides paulae
Syzygium lamii
Syzygium stipitatum
Galium decorum
Dimorphandra williamii
Swartzia fanshawei
Henriquezia jenmanii
Eschweilera fanshawei
Licania microphylla
Heterostemon otophorus
Heterostemon mazarunensis
Stenostomum guianensis
Platycarpum eglandulosum
Oreophryne ezra
Hyloxalus ruizi
Tympanocryptis lineata
Tympanocryptis mccartneyi
Tympanocryptis pinguicolla
Myadestes palmeri
Aphrastura masafuerae
Vachellia baessleri
Vachellia belairioides
Abarema maestrensis
Vachellia roigii
Sophora polyphylla
Stenostomum pedicellare
Chlidanthus boliviensis
Chlidanthus soratensis
Eugenia gastropogena
Neocalyptrocalyx eichleriana
Brunfelsia clarensis
Picrasma cubensis
Schiedea haakoaensis
Licuala suprafolia
Licuala bankae
Licuala essigii
Annona oblongifolia
Annona moaensis
Phialanthus marianus
Phialanthus linearis
Phialanthus macrocalyx
Phialanthus alainii
Sideroxylon nadeaudii
Rauvolfia sachetiae
Erythrina tahitensis
Ixora spathoidea
Ceodes gracilescens
Ixora temehaniensis
Sclerotheca raiateensis
Psychotria tubuaiensis
Cyrtandra geminiflora
Ophiorrhiza setosa
Myrsine gracilissima
Ixora raiateensis
Phyllanthus aoraiensis
Atractocarpus tahitiensis
Ophiorrhiza platycarpa
Psychotria taupotinii
Fitchia cuneata
Peristylus societatis
Machaerina nukuhivensis
Apostates rapae
Kadua lichtlei
Pandanus rimataraensis
Sclerotheca seigelii
Abutilon mangarevicum
Exocarpos psilotiformis
Metatrophis margaretae
Claoxylon ooumuense
Coprosma velutina
Meryta pastoralis
Melicope perlmanii
Kadua nukuhivensis
Coprosma meyeri
Geniostoma rapense
Grewia tahitensis
Kadua raiateensis
Fitchia cordata
Pacifigeron rapensis
Melicope tekaoensis
Pittosporum raivavaeense
Myrsine tahuatensis
Ceodes coronata
Oxalis simplicifolia
Pandanus temehaniensis
Bidens bipontina
Abutilon sachetianum
Sophora mangarevaensis
Geniostoma clavatum
Oparanthus hivoanus
Scaevola tahitensis
Psychotria mumfordiana
Psychotria florencei
Plakothira frutescens
Melicope nukuhivensis
Psychotria franchetiana
Sclerotheca magdalenae
Melicope balgooyi
Psychotria hivaoana
Pavonia papilionacea
Lysimachia rapensis
Pipturus australium
Pilea solandri
Pteris hivaoaensis
Cyrtandra jonesii
Acalypha raivavensis
Pipturus grantii
Coprosma fatuhivaensis
Kadua lucei
Bidens evapelliana
Haroldiella sykesii
Eumachia lepiniana
Kadua grantii
Psychotria uahukensis
Myoporum stokesii
Melicope revoluta
Ixora brevipedunculata
Ixora ooumuensis
Psychotria schaeferi
Ophiorrhiza solandri
Pipturus tooviianus
Oparanthus teikiteetinii
Ixora uahukaensis
Melicope fatuhivensis
Phyllostegia tahitensis
Coprosma nephelephila
Psychotria raiateensis
Macaranga raivavaeensis
Ixora jourdanii
Coryphopteris marquesensis
Kadua tahuatensis
Canavalia raiateensis
Oparanthus tiva
Ceodes brownii
Cyrtandra elizabethae
Coprosma reticulata
Plakothira parviflora
Melicope inopinata
Pilea occulta
Hydrocotyle feaniana
Cyrtandra toviana
Haroldiella rapaensis
Pteris nadeaudii
Psychotria gagneorum
Oparanthus woodii
Guettardella philippinensis
Glochidion pulgarense
Leea unifoliolata
Matthaea intermedia
Osmoxylon dinagatense
Vaccinium banksii
Ficinia borealis
Onobrychis richardi
Henriettea punctata
Guettarda cobrensis
Guettarda munizii
Guettarda nervosa
Guettarda leonis
Guettarda lanuginosa
Guettarda undulata
Chimarrhis cubensis
Rondeletia nimanimae
Stenostomum nipense
Psychotria cromophila
Stenostomum orbiculare
Schmidtottia stricta
Schmidtottia corymbosa
Phyllomelia coronata
Machaonia pubescens
Herniaria degenii
Stipa monticola
Sideroxylon moaense
Pouteria micrantha
Tulipa dianaeverettiae
Myosorex eisentrauti
Myosotis solange
Ochrosia tahitensis
Procaris ascensionis
Turraea elephantina
Symplocos ovalis
Koanophyllon oligadenium
Ilex bahiahondica
Bunchosia emarginata
Elaeodendron nipense
Anastraphia parvifolia
Cinnamodendron cubense
Marila dissitiflora
Calophyllum utile
Panopsis hernandezii
Lithocarpus vuquangensis
Lithocarpus dahuoaiensis
Annona ekmanii
Coccothrinax yuraguana
Coccothrinax borhidiana
Cyanea heluensis
Cyanea lanceolata
Cyanea maritae
Portulaca molokiniensis
Verbesina biserrata
Eugenia churutensis
Licania cuyabenensis
Pentagonia bonifaziana
Forestiera ecuadorensis
Chionanthus colonchensis
Pouteria scabritesta
Pictetia nipensis
Hieronyma crassistipula
Hieronyma havanensis
Neobracea susannina
Rauvolfia linearifolia
Neobracea martiana
Harpalyce nipensis
Harpalyce maisiana
Harpalyce acunae
Harpalyce macrocarpa
Harpalyce borhidii
Miconia decorticans
Miconia bisulcata
Miconia turquinensis
Miconia cajalbanensis
Solenandra curbeloi
Exostema glaberrimum
Exostema salicifolium
Solenandra pulverulenta
Solenandra microcarpa
Garcinia polyneura
Tapura orbicularis
Garcinia serpentini
Garcinia cincta
Ocotea cristalensis
Ocotea libanensis
Ocotea acunana
Ocotea baracoensis
Eugenia cajalbanica
Eugenia ramonae
Eugenia borhidiana
Eugenia toaensis
Eugenia canapuensis
Eugenia petrophila
Eugenia nematopoda
Eugenia acunae
Eugenia galeata
Eugenia bayatensis
Eucyclogobius kristinae
Acyrtus simon
Malacoctenus brunoi
Thouinia hypoleuca
Doerpfeldia cubensis
Ximenia roigii
Pisonia ekmanii
Amyris lineata
Coccoloba retirensis
Chionanthus bakeri
Neea ekmanii
Synapsis ilicifolia
Hernandia cubensis
Wallenia maestrensis
Vaccinium shaferi
Tetralix cristalensis
Tetralix jaucoensis
Varronia intricata
Cordia vanhermannii
Tetralix moaensis
Vitex acunae
Vaccinium bissei
Buxus koehleri
Buxus acuminata
Casearia angustifolia
Antidesma trichophyllum
Antidesma pacificum
Huberantha capillata
Ixora myrsinoides
Glochidion euryoides
Glochidion melvilleorum
Meiogyne insularis
Melicope flaviflora
Melochia roseiflora
Myrsine crassiramea
Psychotria araiosantha
Psychotria aurantiocarpa
Psychotria brachythrix
Psychotria gracilior
Psychotria griseifolia
Psychotria monocarpa
Psychotria podantha
Psychotria stenantha
Psychotria tetragonoides
Psychotria timonioides
Psychotria valleculata
Terminalia simulans
Terminalia strigillosa
Xylopia degeneri
Zanthoxylum myrianthum
Allophylus umbrinus
Casearia pubipes
Psychotria scitula
Psychotria leptantha
Psychotria ampullacea
Melicope seemannii
Antidesma insulare
Myrcia adunca
Myrcia flavoviridis
Myrcia toaensis
Myrcia pineticola
Myrcia polyneura
Myrcia acunae
Myrciaria rupestris
Mosiera crenulata
Pera oppositifolia
Cnidoscolus regina
Cnidoscolus matosii
Tabebuia elongata
Plinia dermatodes
Psidium acunae
Psidium claraense
Pimenta podocarpoides
Psidium tenuirame
Pimenta ferruginea
Plinia arenicola
Roystonea maisiana
Coprosma oliveri
Dendroseris macrophylla
Dendroseris micrantha
Dendroseris neriifolia
Juania australis
Garcinia gamblei
Dialium travancoricum
Sophora masafuerana
Sophora fernandeziana
Sternotherus depressus
Acipenser sturio
Nothomyrcia fernandeziana
Fagara externa
Ackama nubicola
Microcycas calocoma
Macrozamia humilis
Ceratozamia hildae
Ceratozamia hondurensis
Ceratozamia huastecorum
Ceratozamia kuesteriana
Ceratozamia mexicana
Ceratozamia zoquorum
Zamia lucayana
Zamia monticola
Zamia nesophila
Zamia purpurea
Zamia spartea
Zamia vazquezii
Cycas chamaoensis
Cycas tansachana
Cycas wadei
Cycas zambalensis
Cycas zeylanica
Encephalartos aemulans
Encephalartos cerinus
Encephalartos concinnus
Encephalartos cupidus
Encephalartos dyerianus
Encephalartos laevifolius
Encephalartos latifrons
Encephalartos middelburgensis
Encephalartos msinganus
Lophomyrtus bullata
Myrsine argentea
Pseudowintera insperata
Syzygium maire
Zygophyllum bucharicum
Astridia citrina
Asarcornis scutulata
Knodus shinahota
Fomitiporia nubicola
Atelopus epikeisthos
Atelopus lozanoi
Atelopus nepiozomus
Atelopus marinkellei
Bondarzewia sp. nov. 'loguerciae'
Licuala pitta
Dicliptera palmariensis
Ruellia beniana
Ruellia dolichosiphon
Matelea asplundii
Philibertia fiebrigii
Stevia chacoensis
Bembidion megalops
Campsicnemus sanctaehelenae
Helenanomalon ashmolei
Atelopus pastuso
Atelopus ardila
Hemachatus nyangensis
Uromys boeadii
Clianthus magnificus
Myotis nustrale
Cnemaspis tropidogaster
Coccothrinax victorinii
Coccothrinax guantanamensis
Coccothrinax bermudezii
Coccothrinax baracoensis
Coccothrinax pauciramosa
Coccothrinax leonis
Hyperolius ukaguruensis
Lasiosiphon microphyllus
Lophura edwardsi
Nymphaea thermarum
Pristis pristis
Pristis pectinata
Pareudiastes silvestris
Conus fernandesi
Pomarea mira
Aplonis pelzelni
Turnix novaecaledoniae
Withius ascensionis
Eurostopodus exul
Hippocampus waleananus
Leptonotus vincentae
Microphis kaipuae
Carex furva
Adinandra kamalae
Rowettia goughensis
Boswellia hesperia
Sinocyclocheilus hyalinus
Dracula verticulosa
Dracula vlad-tepes
Dracula syndactyla
Dracula senex-furens
Dracula rojasii
Dracula presbys
Dracula posadarum
Dracula pholeodytes
Dracula ortiziana
Dracula orientalis
Dracula ophioceps
Dracula nosferatu
Dracula minax
Dracula lehmanniana
Dracula irmeliniae
Dracula insolita
Dracula gorgonella
Dracula exasperata
Dracula diabola
Dracula dens-canis
Dracula berthae
Dracula bellerophon
Dracula aphrodes
Dracula anthracina
Dracula ligiae
Boophis mandraka
Stumpffia tetradactyla
Stumpffia tridactyla
Rhombophryne proportionalis
Puccinellia gussonei
Dracula decussata
Dracula niesseniae
Rhynchobatus laevis
Dracula immunda
Calamus kjellbergii
Calamus brevissimus
Calamus banggiensis
Xylosma pachyphylla
Solanum ensifolium
Reynosia vivesiana
Psidium calyptranthoides
Crescentia portoricensis
Caesalpinia monensis
Brunfelsia densifolia
Auerodendron pauciflorum
Banara vanderbiltii
Liocichla bugunorum
Prasophyllum uvidulum
Thelymitra orientalis
Ceropegia mohanramii
Incilius peripatetes
Nymphargus truebae
Telmatobius mendelsoni
Petropedetes perreti
Lithobates tlaloci
Atelopus patazensis
Byblis gigantea
Bidens glandulifera
Bidens meyeri
Leiostyla elegans
Leiostyla picarota
Magnolia granbarrancae
Magnolia talpana
Magnolia veliziana
Magnolia oscarrodrigoi
Rhinobatos lionotus
Rhodonessa caryophyllacea
Elaphoglossum nilgiricum
Alsophila nilgirensis
Pipturus forbesii
Festuca stebeckii
Freycinetia bomberaiensis
Freycinetia gunungmejensis
Astridia vanheerdei
Anacampseros perplexa
Anacampseros variabilis
Mesembryanthemum tomentosum
Stoeberia carpii
Ruschia inconspicua
Crassothonna opima
Eberlanzia schneideriana
Cheiridopsis verrucosa
Spheniscus demersus
Dipturus batis
Dipturus intermedius
Nesphostylis bracteata
Acronychia glauca
Pterichis proctorii
Karma trilobata
Bletia hamiltoniana
Encyclia parviloba
Miconia hirtellicaulis
Coccothrinax jimenezii
Symposiachrus boanensis
Eriotheca peruviana
Matisia longitubulosa
Meliosma youngii
Xylosma raimondii
Rattus nikenii
Pinda shrirangii
Rattus detentus
Longitarsus helenae
Longitarsus janulus
Stevia cardiatica
Chromolaena beckii
Baccharis lewisii
Senecio woodii
Baccharis pumila
Neocuatrecasia yungasensis
Gamochaeta beckii
Stevia potosiensis
Neocuatrecasia feuereri
Alcedo euryzona
Platypelis ando
Pongo tapanuliensis
Pongo pygmaeus
Pongo abelii
Cycas szechuanensis
Erechthias grayi
Partula cytherea
Partula jackieburchi
Quercus marlipoensis
Diospyros crumenata
Pempheris gasparinii
Dracula soennemarkii
Dracula navarroorum
Dracula fuliginosa
Dracula ubangina
Dracula terborchii
Dracula morleyi
Dracula deltoidea
Dracula tubeana
Dracula fuligifera
Dracula mendozae
Dracula dalessandroi
Dracula lindstroemii
Himantopus novaezelandiae
Medusagyne oppositifolia
Freycinetia andajensis
Freycinetia pseudopetiolata
Freycinetia wiharjae
Arthroleptis anotis
Arthroleptis kutogundua
Arthroleptis nikeae
Callulina meteora
Phrynobatrachus breviceps
Callulina kanga
Parhoplophryne usambarica
Arthroleptis stridens
Beauprea penariensis
Afrothismia ugandensis
Grevillea mondorensis
Grevillea vuniana
Petrus rupestris
Chrysoblephus cristiceps
Kenyaphrynoides vulcani
Ocotea monteverdensis
Bidens mooreensis
Sophora raivavaeensis
Crax alberti
Speleomantes ambrosii
Dubautia kenwoodii
Centropus steerii
Pseudunio auricularius
Magnolia canandeana
Charmosyna amabilis
Rhinobranchipus martensi
Didunculus strigirostris
Atelopus calima
Centrophorus atromarginatus
Marila spiciformis
